ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS,Estado
5126129,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4.0,0,0
5126149,F,N,N,0,67500.0,Pensioner,Lower secondary,Married,House / apartment,-22813,365243,1,0,1,0,,2.0,0,0
5126156,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14362,-288,1,1,1,0,Laborers,2.0,0,0
5126166,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-12461,-714,1,0,1,0,Medicine staff,4.0,C,1
5126171,M,N,N,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,-13413,-1323,1,1,0,0,Drivers,3.0,C,1
5126174,F,N,N,0,27000.0,Working,Higher education,Civil marriage,House / apartment,-14869,-5067,1,1,0,0,Managers,2.0,C,1
5126177,M,N,N,0,270000.0,Working,Higher education,Married,Rented apartment,-17300,-408,1,1,1,0,Managers,2.0,0,0
5126183,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21225,365243,1,0,1,1,,2.0,C,1
5126188,M,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20770,-623,1,1,0,0,Cooking staff,2.0,C,1
5126217,F,N,N,0,990000.0,State servant,Higher education,Married,House / apartment,-22635,-2357,1,1,1,0,Core staff,2.0,0,0
5126223,F,Y,N,2,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16378,-2206,1,1,1,0,Laborers,3.0,0,0
5126224,F,Y,N,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23603,365243,1,0,0,0,,1.0,0,0
5126233,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-16870,-957,1,0,1,0,Sales staff,2.0,0,0
5126238,F,N,N,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,-20062,-561,1,1,0,0,Cleaning staff,1.0,C,1
5126255,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17892,-470,1,0,1,0,Sales staff,2.0,C,1
5126259,F,N,N,2,72000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12417,-2265,1,1,0,0,Sales staff,4.0,C,1
5126263,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9509,-2662,1,1,1,0,Drivers,4.0,0,0
5126271,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17100,-5522,1,0,0,0,Sales staff,2.0,C,1
5126274,F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21244,365243,1,0,0,0,,2.0,C,1
5126281,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13227,-500,1,1,1,0,Laborers,2.0,0,0
5126285,F,N,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11962,-380,1,0,1,0,Sales staff,1.0,C,1
5126286,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21149,-11884,1,1,0,0,Laborers,2.0,0,0
5126296,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15731,-4488,1,1,0,0,Accountants,2.0,0,0
5126300,M,N,N,0,117000.0,Working,Higher education,Single / not married,House / apartment,-8168,-804,1,1,0,0,Sales staff,1.0,0,0
5126301,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19790,-653,1,1,1,0,Cooking staff,2.0,C,1
5126304,F,N,N,0,121500.0,Working,Higher education,Married,House / apartment,-9783,-1688,1,0,0,0,Core staff,2.0,0,0
5126308,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,-12788,-531,1,1,1,0,Core staff,1.0,0,0
5126311,M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,-7705,-288,1,1,0,1,Core staff,2.0,0,0
5126314,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18402,-714,1,1,0,0,Core staff,2.0,C,1
5126316,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17778,-1719,1,1,1,0,High skill tech staff,2.0,C,1
5126327,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16856,-1262,1,1,1,0,Laborers,2.0,C,1
5126338,M,N,N,0,225000.0,Working,Higher education,Separated,House / apartment,-15734,-2996,1,1,1,0,Laborers,1.0,0,0
5126342,F,Y,N,0,216000.0,Commercial associate,Higher education,Married,Municipal apartment,-10661,-1596,1,0,0,1,,2.0,C,1
5126347,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15218,-2265,1,0,1,0,Managers,2.0,C,1
5126350,M,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-12348,-380,1,0,1,0,,3.0,0,0
5126363,M,Y,N,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20000,-7563,1,0,0,0,Drivers,3.0,0,0
5126364,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13566,-1900,1,1,0,0,High skill tech staff,2.0,0,0
5126378,M,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,-10472,-2996,1,1,0,1,Managers,2.0,0,0
5126394,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21253,365243,1,0,1,0,,2.0,0,0
5126422,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22248,365243,1,0,1,0,,2.0,C,1
5126428,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13273,-1535,1,0,1,0,Security staff,2.0,C,1
5126432,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16898,-1018,1,1,0,0,Laborers,2.0,C,1
5126433,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22120,365243,1,0,0,0,,1.0,C,1
5126442,M,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18964,-258,1,0,0,0,Laborers,2.0,C,1
5126445,M,N,N,0,126000.0,Working,Lower secondary,Married,House / apartment,-19524,-5553,1,1,1,0,,2.0,0,0
5126451,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13937,-4853,1,1,1,0,Managers,2.0,0,0
5126455,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-16825,-196,1,0,0,0,Security staff,2.0,0,0
5126459,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14262,-1869,1,0,0,0,Drivers,2.0,0,0
5126461,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10914,-1323,1,1,1,0,Sales staff,2.0,0,0
5126462,F,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17641,-10454,1,1,1,0,Medicine staff,1.0,0,0
5126467,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15679,-3667,1,0,0,0,Sales staff,2.0,0,0
5126469,F,N,N,0,60750.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22728,365243,1,0,0,0,,2.0,C,1
5126476,F,N,N,0,76500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-17308,-6224,1,1,1,0,Medicine staff,2.0,C,1
5126482,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-15730,-7259,1,1,1,0,Laborers,2.0,C,1
5126484,F,N,N,0,76500.0,Working,Secondary / secondary special,Widow,House / apartment,-19709,-3271,1,0,0,0,Sales staff,1.0,0,0
5126490,F,N,N,0,450000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21406,365243,1,0,0,0,,2.0,0,0
5126496,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18546,-5553,1,0,0,0,,2.0,C,1
5126501,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20977,365243,1,0,1,0,,2.0,C,1
5126508,F,N,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19087,-5828,1,1,1,0,Security staff,1.0,0,0
5126515,M,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-1869,1,1,1,0,,3.0,C,1
5126517,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-20516,-2265,1,0,1,0,Laborers,2.0,C,1
5126526,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269,-196,1,0,1,0,Medicine staff,2.0,0,0
5126536,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10238,-3453,1,0,0,0,Laborers,2.0,0,0
5126544,F,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12713,-1810,1,1,0,0,Private service staff,2.0,0,0
5126554,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9517,-1810,1,1,1,0,Laborers,3.0,0,0
5126557,F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,-11082,-3361,1,0,0,0,Sales staff,2.0,0,0
5126570,M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16842,-9389,1,0,0,0,Laborers,2.0,0,0
5126576,M,Y,N,0,202500.0,Working,Lower secondary,Married,Rented apartment,-14727,-865,1,1,1,0,Laborers,2.0,0,0
5126580,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-13649,-1262,1,0,0,0,,2.0,0,0
5126585,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20743,365243,1,0,1,0,,2.0,0,0
5126588,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,1,0,Managers,2.0,0,0
5126599,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-13635,-349,1,1,1,0,,1.0,0,0
5126602,F,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10193,-105,1,1,1,0,Accountants,2.0,C,1
5126610,M,N,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8343,-135,1,0,0,0,Laborers,1.0,0,0
5126611,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20395,365243,1,0,1,0,,1.0,0,0
5126614,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,365243,1,0,0,0,,2.0,C,1
5126620,M,N,N,0,47250.0,Pensioner,Higher education,Married,House / apartment,-21017,365243,1,0,0,0,,2.0,0,0
5126621,F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,Co-op apartment,-18221,-7471,1,0,0,0,High skill tech staff,2.0,0,0
5126625,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22869,365243,1,0,0,0,,1.0,C,1
5126626,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18933,365243,1,0,1,0,,2.0,0,0
5126636,M,N,N,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18981,365243,1,0,0,0,,3.0,0,0
5126641,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17486,365243,1,0,0,0,,2.0,C,1
5126647,F,N,Y,1,166500.0,Commercial associate,Higher education,Married,House / apartment,-9193,-804,1,0,0,0,Sales staff,3.0,C,1
5126648,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10989,-135,1,1,1,0,,3.0,0,0
5126664,F,N,Y,0,351000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17435,-4184,1,0,0,0,Medicine staff,1.0,0,0
5126672,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18806,-319,1,0,0,0,Sales staff,1.0,C,1
5126679,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19899,-3149,1,1,0,0,,2.0,C,1
5126689,F,N,N,0,61875.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21630,365243,1,0,0,0,,2.0,C,1
5126692,F,N,N,0,292500.0,Working,Secondary / secondary special,Separated,Municipal apartment,-10360,-3210,1,0,0,0,Managers,1.0,0,0
5126697,F,N,Y,2,54000.0,Pensioner,Higher education,Married,House / apartment,-22087,365243,1,0,0,0,,4.0,C,1
5126701,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-21889,365243,1,0,0,0,,2.0,1,0
5126702,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,1,0,,1.0,0,0
5126709,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Office apartment,-11318,-3330,1,0,0,0,Managers,3.0,C,1
5126723,F,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13552,-2418,1,0,0,0,Sales staff,4.0,C,1
5126728,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,1,0,Drivers,1.0,C,1
5126739,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20991,365243,1,0,1,0,,2.0,0,0
5126743,F,N,N,0,135000.0,Working,Lower secondary,Married,Rented apartment,-19019,-43,1,0,0,0,Laborers,2.0,C,1
5126749,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-16625,-561,1,0,0,0,,4.0,0,0
5126755,M,Y,Y,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-21935,-4092,1,1,0,0,,2.0,0,0
5126756,M,Y,Y,2,292500.0,Working,Secondary / secondary special,Married,House / apartment,-8782,-1018,1,1,0,0,Laborers,4.0,0,0
5126759,F,N,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11100,-3118,1,0,0,0,Accountants,3.0,C,1
5126761,F,Y,Y,1,355500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15220,-288,1,0,0,0,Core staff,3.0,C,1
5126771,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15885,-319,1,1,1,0,Drivers,4.0,C,1
5126772,F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-17992,-9419,1,0,1,0,Laborers,2.0,0,0
5126782,F,N,Y,0,184500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20496,365243,1,0,0,0,,2.0,0,0
5126789,F,Y,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11086,-2937,1,1,1,0,,4.0,0,0
5126798,F,N,Y,1,391500.0,Working,Higher education,Married,House / apartment,-14066,-3027,1,0,0,0,,3.0,0,0
5126804,M,N,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-9941,-319,1,0,0,1,Low-skill Laborers,1.0,C,1
5126821,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11680,-3695,1,0,0,0,Sales staff,3.0,C,1
5126829,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22029,365243,1,0,0,1,,1.0,0,0
5126832,F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11508,-1170,1,0,0,0,Cooking staff,3.0,0,0
5126834,M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19924,-4822,1,0,0,1,Drivers,2.0,C,1
5126837,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19718,-1292,1,0,0,0,Cooking staff,2.0,0,0
5126839,F,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-11785,-1415,1,0,0,0,,1.0,C,1
5126842,F,N,Y,2,117000.0,Working,Secondary / secondary special,Married,House / apartment,-9975,-408,1,0,0,0,,4.0,0,0
5126843,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20323,-1749,1,0,0,0,Laborers,2.0,0,0
5126849,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12415,-3667,1,0,1,0,Core staff,3.0,C,1
5132239,M,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21619,365243,1,0,1,0,,2.0,0,0
5132240,F,Y,Y,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,-9782,-1715,1,0,0,0,Drivers,1.0,C,1
5132259,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15743,-2052,1,0,1,0,Laborers,2.0,C,1
5132290,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21440,-4060,1,0,0,0,Sales staff,2.0,0,0
5132294,M,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19360,-864,1,0,0,0,Cleaning staff,1.0,0,0
5132295,M,N,Y,0,79650.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16081,365243,1,0,1,0,,2.0,0,0
5132298,M,Y,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-12298,-1200,1,0,0,0,Drivers,2.0,0,0
5132308,F,N,Y,2,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-13593,-4699,1,1,1,0,Laborers,3.0,0,0
5132319,F,N,N,0,33300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-19605,365243,1,0,0,0,,2.0,C,1
5132328,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22752,365243,1,0,0,0,,2.0,0,0
5132331,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10059,-1626,1,0,1,0,,3.0,C,1
5132333,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-17033,-1534,1,0,0,0,Sales staff,2.0,0,0
5132339,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-15646,-2811,1,0,0,0,,3.0,C,1
5132354,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13599,-530,1,0,0,0,High skill tech staff,3.0,0,0
5132355,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17088,-1991,1,0,0,0,Sales staff,2.0,0,0
5132365,F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20770,365243,1,0,0,0,,2.0,0,0
5132395,F,N,Y,3,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13841,-4425,1,0,1,0,,4.0,0,0
5132402,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-21209,-834,1,0,0,0,Cleaning staff,1.0,0,0
5132404,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-1503,1,0,0,0,Medicine staff,2.0,0,0
5132410,F,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-18409,-3482,1,0,0,0,Sales staff,2.0,C,1
5132436,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,-19490,365243,1,0,1,0,,2.0,C,1
5132438,F,N,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16901,-956,1,0,0,0,High skill tech staff,3.0,C,1
5132464,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-11041,-864,1,0,0,0,Drivers,2.0,0,0
5132476,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16258,-5064,1,0,0,0,Laborers,3.0,0,0
5132502,F,N,Y,0,180000.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-19527,365243,1,0,1,0,,1.0,0,0
5132525,F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,,1.0,C,1
5132559,M,N,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-18725,-3603,1,0,1,0,Laborers,2.0,C,1
5132564,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934,-1350,1,0,1,0,Sales staff,3.0,0,0
5132576,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24970,365243,1,0,0,0,,1.0,C,1
5132578,F,N,Y,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,-17432,-2417,1,1,1,0,,1.0,0,0
5132588,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14892,-895,1,1,1,0,Accountants,2.0,0,0
5132606,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18950,-2021,1,0,0,0,,2.0,0,0
5132617,F,Y,Y,3,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13968,-2508,1,0,0,0,Sales staff,5.0,0,0
5132619,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-10398,-742,1,1,1,1,Core staff,3.0,C,1
5132627,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-12831,-803,1,1,1,0,Accountants,2.0,0,0
5132635,F,N,Y,0,126000.0,State servant,Higher education,Married,House / apartment,-18888,-7347,1,0,0,0,Core staff,2.0,0,0
5132644,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13095,-499,1,1,0,0,,2.0,C,1
5132647,F,Y,Y,1,63000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13669,-1261,1,1,1,0,Sales staff,3.0,C,1
5132653,F,Y,Y,1,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11062,-134,1,0,1,0,Accountants,3.0,0,0
5132664,F,N,Y,2,54000.0,Commercial associate,Higher education,Married,House / apartment,-13091,-316,1,1,1,0,Sales staff,4.0,0,0
5132669,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22022,365243,1,0,0,0,,2.0,0,0
5132671,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10035,-1108,1,1,1,1,Sales staff,3.0,C,1
5132677,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19766,-5764,1,0,0,0,Medicine staff,2.0,0,0
5132693,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12644,-2811,1,0,0,0,Laborers,2.0,0,0
5132710,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23351,365243,1,0,0,0,,2.0,0,0
5132718,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-24449,-3056,1,0,1,0,Medicine staff,2.0,0,0
5132725,M,Y,Y,1,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-25010,365243,1,0,0,0,,3.0,0,0
5132727,F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12855,-772,1,0,0,0,Sales staff,5.0,0,0
5132735,M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16055,-3664,1,0,1,0,Laborers,3.0,0,0
5132742,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20493,365243,1,0,1,0,,2.0,0,0
5132747,F,Y,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-11828,-165,1,0,0,0,Accountants,2.0,0,0
5132765,F,N,Y,2,202500.0,State servant,Secondary / secondary special,Married,Co-op apartment,-14032,-1777,1,0,0,0,High skill tech staff,4.0,0,0
5132770,M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12418,-226,1,1,1,0,Laborers,4.0,0,0
5132784,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8854,-195,1,1,0,0,Laborers,1.0,0,0
5132787,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13361,-6586,1,1,0,0,Core staff,4.0,0,0
5132793,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,1.0,0,0
5132814,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11294,-1077,1,0,0,0,Managers,3.0,0,0
5132831,M,Y,N,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-22647,-3847,1,0,1,0,Laborers,2.0,0,0
5132836,F,N,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19418,365243,1,0,1,0,,2.0,0,0
5132840,F,Y,Y,0,126000.0,Working,Lower secondary,Married,With parents,-11719,-285,1,0,1,0,Core staff,2.0,C,1
5132845,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17493,-3694,1,0,0,1,Medicine staff,2.0,0,0
5132896,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,1,0,1,0,,2.0,C,1
5132919,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11053,-1626,1,0,0,0,Laborers,2.0,0,0
5132929,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2.0,0,0
5132967,F,Y,Y,0,67500.0,State servant,Higher education,Civil marriage,House / apartment,-11954,-560,1,0,0,0,Core staff,2.0,0,0
5132975,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14608,-1261,1,1,0,0,Sales staff,4.0,0,0
5135252,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11209,-737,1,0,1,0,Sales staff,4.0,0,0
5135258,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22024,365243,1,0,0,0,,2.0,C,1
5135267,M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-15585,-221,1,0,0,0,Drivers,2.0,C,1
5135270,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23113,365243,1,0,0,0,,2.0,0,0
5135285,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11127,-494,1,1,0,0,Laborers,1.0,C,1
5135310,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14765,-3294,1,0,0,0,Core staff,3.0,0,0
5135337,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16393,-2959,1,1,1,0,Accountants,2.0,0,0
5135344,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,2.0,5,0
5135347,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-14369,-402,1,0,1,0,Core staff,2.0,0,0
5135360,F,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-15014,-1011,1,0,0,0,Cooking staff,2.0,0,0
5135376,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,2.0,0,0
5135388,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19551,365243,1,0,0,0,,2.0,C,1
5135393,F,N,N,0,126000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15344,-4461,1,0,0,0,,2.0,C,1
5135404,F,N,Y,0,162000.0,Commercial associate,Lower secondary,Married,House / apartment,-10376,-3092,1,0,0,0,,2.0,C,1
5135409,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22523,365243,1,0,1,0,,2.0,0,0
5135418,F,N,Y,0,130500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21009,-2147,1,1,0,0,,1.0,C,1
5135435,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,365243,1,0,0,0,,2.0,C,1
